object_id,path,format,role,authority_status,audience,source_hash,related_source,generated_from,generated_outputs,owner_skill,validation_status,last_validated_at,notes,source_registry
REL-6A1203A1FE9A-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,6a1203a1fe9a81af3083c37d7c9b2420138645ba0191211e31dc3cf6d10fed6e,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6A8FE398A861-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,6a8fe398a8615fddc5e24a79c578a4485c3bb01887526c27c234bdc7c5049b52,MD-AGENTS-AGENTS,MD-AGENTS-AGENTS,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6B472FB178CD-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,6b472fb178cdc5a41c5b8c61f4a198569f6e0425948e16299757609b1b7736af,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6B48F48AD91C-CONTENT-LINK,,relationship,object_relationship_edge,generated_noncanonical,agents,6b48f48ad91c83181a45e75d58a7eaf21c7b57a33ff156b161cd2854d5b240c9,MD-SKILL-VISUAL-EXPLAINER,MD-SKILL-VISUAL-EXPLAINER,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6B705BC3016B-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,6b705bc3016b383fd65f165f059af3afa3f8fcb040e4a84bec331d673759d03a,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6B8D229AAD2A-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,6b8d229aad2a77a1aab321d136e86027912fc26a2d2730fc88fe86077c4f6105,TEX-RESEARCH-CONTROL-GATE0-ONTOLOGY-FORMALIZATION,TEX-RESEARCH-CONTROL-GATE0-ONTOLOGY-FORMALIZATION,,obsidian-wiki,PASS,2026-06-08T22:07:09Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6BF3B9C29CF7-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,6bf3b9c29cf730a02592962a0ffd740e22b174279cffd1de25a27a30b214c8db,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6BF662115F29-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,6bf662115f29d5241844b17b083a53a987f3cd9a8721b3fe90b5d990799c9154,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6D4C4F30E276-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,6d4c4f30e276f525107ba71fbd2e53e9a1ec4567596a745e4ead2a9533bf6ffe,TEX-RESEARCH-CONTROL-GATE0-ONTOLOGY-FORMALIZATION,TEX-RESEARCH-CONTROL-GATE0-ONTOLOGY-FORMALIZATION,,obsidian-wiki,PASS,2026-06-08T22:07:09Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6F317B4A2FB9-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,6f317b4a2fb943131597f33d2cdc3888bd435894f1a98448705c3d8d8aa535bf,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6F4586FC860A-GENERATED-FROM,,relationship,object_relationship_edge,generated_noncanonical,agents,6f4586fc860a00074d935c13c320e23ce5d52c41c5a534e8830f8c665c297415,PDF-ONTOLOGY-AETHER-FLOW-CONSISTENCY,PDF-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-6F6AC9FC8BBD-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,6f6ac9fc8bbd5476dae8f8baf15d47a3843031bdbc51936df49dd419cb40a80f,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-701954EC22BF-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,701954ec22bf0f6b90e4cdb0a16106e9c607c8f8160b717f5ab5330134985f15,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-MEMORY-SYSTEM-MAINTAINER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-MEMORY-SYSTEM-MAINTAINER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-707F87A3D4A9-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,707f87a3d4a91fd5536a3cbe0f8cee2ca484ebbc70b43850506e63db73885f7d,TEX-RESEARCH-CONTROL-GATE0-ONTOLOGY-FORMALIZATION,TEX-RESEARCH-CONTROL-GATE0-ONTOLOGY-FORMALIZATION,,obsidian-wiki,PASS,2026-06-08T22:07:09Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7155D23E64ED-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,7155d23e64ed550d5e719990ee296a217705ed057a0fde6a52e51347c6d9da55,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-71CDF18B4FF6-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,71cdf18b4ff6a5f447e7faafbfb01837a8ca1aac929fe2b2b84a4d54ef333d41,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-71D0A652A983-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,71d0a652a9838a99c1cf5d804a2a7693c498d1e51129e08e4885f6335b74fb24,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-720845206B87-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,720845206b87829e4ccde0e1d66327b5c183ace206040bc46baba8c3277639e3,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-72ADB67AD7BF-RELATED-SOURCE,,relationship,object_relationship_edge,generated_noncanonical,agents,72adb67ad7bfeec910517fbdefdb9795f7951b8b166d6b6e1a2c3bf9aa3bf887,PDF-ONTOLOGY-AETHER-FLOW-DYNAMICS,PDF-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-73147384FBC4-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,73147384fbc4714bba33df1a55c548c9b3e6b2b8136277ce5a40ba5e12f3956a,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-REPAIR-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-REPAIR-PACKET,,obsidian-wiki,PASS,2026-06-08T23:58:56Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-73BD2113B4F4-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,73bd2113b4f4cc11bae8e94197259f76924b6b63b2e0f1dba157d9649688e613,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,TEX-ONTOLOGY-AETHER-FLOW-FOUNDATIONS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-73FCC447DD32-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,73fcc447dd32cde4195d6e2ec545b0affea092919114fac62baa236df0576635,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-10T00:55:56Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-73FEA6C20C2F-TEX-CITATION,,relationship,object_relationship_edge,generated_noncanonical,agents,73fea6c20c2faf42b5f97defca9b19ec888f81e68385901abfd2eb6e0add53d9,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-74B4610D2593-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,74b4610d259304a17f5d0888ecde77a7dd9e93ddc3838828fcb2646270c58da0,MD-AGENTS,MD-AGENTS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-74ED82806C46-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,74ed82806c46682f03e14e64ebb3cbb93ba3e90caf3102c44555a467a7649ae2,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-75998584D779-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,75998584d7797b522fbf9ba4e162ad82801a53ca6957d5422901d7bc10cbeb98,PDF-ONTOLOGY-AETHER-FLOW-DYNAMICS,PDF-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-75C13D482482-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,75c13d482482293d65cdbceb43e5bce3d30e21c4a7ed232438736acc8d167a64,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,TEX-ONTOLOGY-AETHER-FLOW-DYNAMICS,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-76019C5769BC-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,76019c5769bcd3637a8914b219df0320f41413326d0e87ff97033e7be35a5426,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROCESS-INTEGRITY-AUDITOR-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROCESS-INTEGRITY-AUDITOR-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7737EA16AB7C-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7737ea16ab7c8dee6a0dc72ee1bfc40043c2e4736399f906652968096ee6a49d,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-10T00:55:56Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-774DE572A2B3-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,774de572a2b323444448b601acc297950b82d4e024a9363eb492cd3720d8a70f,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7870E83F869C-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7870e83f869c6cec1120d7b360f3427aac94ca786d99610757f50aaa3a7416bc,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-BENCHMARK-INDEPENDENCE-REFUTATION,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTOR-DOMAIN-FINITE-SURVEY-PROTOCOL-BENCHMARK-INDEPENDENCE-REFUTATION,,obsidian-wiki,PASS,2026-06-10T05:36:37Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-78EA2F5CB8AB-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,78ea2f5cb8ab48476edd28c591bcee2e052e05212e9f39642a9e74bdfddd4d83,MD-RESEARCH-CONTROL-DESIGN-DIRECTOR-LED-AGENT-ARCHITECTURE-GRILL-DECISIONS,MD-RESEARCH-CONTROL-DESIGN-DIRECTOR-LED-AGENT-ARCHITECTURE-GRILL-DECISIONS,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-798C6CD695F1-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,798c6cd695f1ff3ecbca4987aee368d08a238048c542221c9a071d45323b7739,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-JUSTIFICATION,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-JUSTIFICATION,,obsidian-wiki,PASS,2026-06-09T00:52:07Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-79ACAB27CDA3-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,79acab27cda387e9232ec92771e0bb97e3cfe2ecaf4443c078ea8f69f7d5e1da,MD-SCHEMA-AGENT-JOB-SCHEMA,MD-SCHEMA-AGENT-JOB-SCHEMA,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-79FA3FDA37C6-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,79fa3fda37c63b6332bd312e52db58669cc7974d8a39dea9094619d2434fa626,TEX-RESEARCH-CONTROL-LOCALIZATION-REPAIR-REFUTATION,TEX-RESEARCH-CONTROL-LOCALIZATION-REPAIR-REFUTATION,,obsidian-wiki,PASS,2026-06-09T00:09:12Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7A2FFE44BB9A-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,7a2ffe44bb9a18615bb25c6f13a43dcd21efce425d7a348f51342d878ded9b55,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-SMUGGLING-AUDIT,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-SMUGGLING-AUDIT,,obsidian-wiki,PASS,2026-06-09T23:37:16Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7BF74850AC51-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7bf74850ac51a5f238509b53408ec6f74a15093fcc6a09187e635b0e6ef9dde8,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROJECT-CONTROL-MAINTAINER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-PROJECT-CONTROL-MAINTAINER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T18:23:33Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7C15D101D54B-TEX-CITATION,,relationship,object_relationship_edge,generated_noncanonical,agents,7c15d101d54b78a4ca1e259c63cccca6260b9791082e650ac36db24f745a9b41,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7C2968FD7A6E-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7c2968fd7a6e56e94db05ee2c6a3bc2dd89e2301d42d4fef82d46ce084fe6926,MD-SKILL-MARKDOWN-WIKI,MD-SKILL-MARKDOWN-WIKI,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7C356AD1D5D4-GENERATED-FROM,,relationship,object_relationship_edge,generated_noncanonical,agents,7c356ad1d5d494f1838bfcad8b6f850b94223c87440c169f8e9fc297cfc26602,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,PDF-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7C4801C73639-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,7c4801c73639a0f5884576264f57ae097e299ee225df54764cecfc54a6bd313e,TEX-RESEARCH-CONTROL-LOCALIZATION-CANDIDATE-PACKET,TEX-RESEARCH-CONTROL-LOCALIZATION-CANDIDATE-PACKET,,obsidian-wiki,PASS,2026-06-08T22:21:52Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7C4DA57B8B11-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7c4da57b8b1159e2b629c73e25602dbbd335ea22b452b394386262eaa24f024c,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-BENCHMARK-INDEPENDENCE-REFUTATION,TEX-RESEARCH-CONTROL-LOCALIZATION-SOURCE-BASIS-AXIOM-SELECTION-LAW-BENCHMARK-INDEPENDENCE-REFUTATION,,obsidian-wiki,PASS,2026-06-09T23:45:49Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7C886BCE3C96-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,7c886bce3c96e41458356ab960c43526625890865b157f0185734eee69bcb394,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-NOTE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7CB78F1E98EB-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,7cb78f1e98eb86a7063a34c424e2acf7cf284b7c071192988d573d92075b4a1f,MD-ROLE-AGENTS-ROLES-PHYSICS-ONTOLOGY-FORMALIZER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-PHYSICS-ONTOLOGY-FORMALIZER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7D413282E4D2-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7d413282e4d28deae718402095cb2484e31d356a048868bd3c8646392c48c247,PDF-ONTOLOGY-AETHER-FLOW-CONSISTENCY,PDF-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7DA57671547C-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,7da57671547cb5bd34eb7693c16cc388e8976061e4ebf76e80c2395fbb604f45,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7DC051C787A8-HAS-CONTENT-SEMANTICS,,relationship,object_relationship_edge,generated_noncanonical,agents,7dc051c787a85f706b8cc85460c24eae73b3ed2f1fd024bad3c9ef59074f7209,MD-SCHEMA-AGENT-JOB-SCHEMA,MD-SCHEMA-AGENT-JOB-SCHEMA,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7DF5A72F4743-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7df5a72f4743de13b2cfcdfe0535b0f48e0818af768768446f8c023bf2b26e3a,MD-SKILL-IMPROVE-PROJECT-SYSTEM,MD-SKILL-IMPROVE-PROJECT-SYSTEM,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7E0A0DE313B7-HAS-WIKI-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,7e0a0de313b7bb5fb2be711d407495194f385a584f54627159bbf644f7dba026,PDF-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,PDF-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7F181CEE31E4-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,7f181cee31e44b40e9d748c51e4919b27394d018c080518e4b01892e96213036,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7F2BA4B7B6BF-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,7f2ba4b7b6bfb894dba3ed3fe59266135005d50ba95c1b101b0f5e07f2cf6b95,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,TEX-ONTOLOGY-AETHER-FLOW-RELATIVISTIC-RECOVERY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-7FC90E464A55-TEX-REF,,relationship,object_relationship_edge,generated_noncanonical,agents,7fc90e464a55007750d03771345e3fd3a1fbdc07553abdd236c3c445b1a9839a,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,TEX-ONTOLOGY-AETHER-FLOW-CONSISTENCY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-80EE08C895B5-HAS-VAULT-NOTE,,relationship,object_relationship_edge,generated_noncanonical,agents,80ee08c895b5201016899338f63d74b2a7668f896cc35cd8c540ae8fe7e61d1b,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,TEX-ONTOLOGY-AETHER-FLOW-EXACT-CLOSURE-FLAGSHIP-ARTICLE,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-817082DD38CA-TEX-LABEL,,relationship,object_relationship_edge,generated_noncanonical,agents,817082dd38ca7a0f648f26de290c36b3c2e7e02abb7faae6816ed17d906c55e3,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,TEX-ONTOLOGY-AETHER-FLOW-GEOMETRY,,obsidian-wiki,PASS,2026-06-08T01:55:35Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
REL-81F4E0CCE087-GENERATED-OUTPUT,,relationship,object_relationship_edge,generated_noncanonical,agents,81f4e0cce0875df8ad1bbecfcccd13fae28f010305841b13fcc8d263cc298d8b,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-VALIDATOR-ENGINEER-V0-1-0-MD,MD-ROLE-AGENTS-ROLES-RESEARCH-OPS-VALIDATOR-ENGINEER-V0-1-0-MD,,obsidian-wiki,PASS,2026-06-10T02:34:32Z,Generated relationship edge for local agent graph traversal.,OBJECT_RELATIONSHIP_REGISTRY.csv
